TowID,Program,Year,Subregion,LatitudeStart,LongitudeStart,Date,TimeStartUTC,DayNight,TowDepth,Euphausia crystallorophias,Euphausia superba,Thysanoessa macrura,Themisto gaudichaudii,Salpa thompsoni,Limacina rangii,Gymnosomata
LTER_140075,LTER,2006,300,-65.8559,-71.3829,1/21/06,16:18:00,Day,121.3,0,0.065202996,0.404258451,1.408384339,0.247771383,16.86149075,0.691151631
LTER_140077,LTER,2006,200,-66.0363,-73.875,1/22/06,14:54:00,Day,124.5,0,0.041306984,0.030980207,1.012019664,10.58489936,28.73929278,0.237514875
LTER_140079,LTER,2006,200,-66.4445,-73.0324,1/23/06,5:50:00,Night,121.9,0,0.210139509,8.932592954,0.269399147,4.782536039,11.03110389,0.408676576
LTER_140081,LTER,2006,200,-66.5818,-72.7159,1/23/06,17:39:00,Day,119.5,0,0.026566882,0.938697476,4.383540228,0.194823957,6.012977459,0.540193895
LTER_140083,LTER,2006,200,-66.7172,-72.412,1/24/06,0:34:00,Day,119.9,0,0.017759228,9.314721418,1.385220767,9.616628539,2.095590378,0.523897535
LTER_140085,LTER,2006,200,-66.85,-72.128,1/24/06,4:20:00,Night,121.9,0.5947796,1.270665608,5.356915614,5.505079285,0.078431712,0.654730995,0.071886502
LTER_140087,LTER,2006,200,-66.9884,-71.8193,1/24/06,12:48:00,Day,121.9,1.464877542,0.094231869,2.458595615,2.218732619,0,0.256996041,0.068532302
LTER_140089,LTER,2006,200,-67.1185,-71.5031,1/24/06,17:18:00,Day,121.5,0.280787351,0.488325875,6.274987178,0.74469695,0,0.17091405,0.048832551
LTER_140090,LTER,2006,200,-67.2575,-71.2105,1/24/06,22:13:00,Day,120.1,0.909098511,1.50850404,18.5216326,1.488523844,0,0.169831609,0.019980196
LTER_140092,LTER,2006,200,-67.8116,-69.2139,1/25/06,6:10:00,Night,120.6,5.437028855,1.013537716,1.563253139,0.005504094,0,0.051535877,0
LTER_140093,LTER,2006,200,-67.387,-70.9259,1/26/06,0:09:00,Day,120.3,0.819688952,0.36886001,11.39367556,0.788950618,0.020492263,0.122953337,0.01024956
LTER_140095,LTER,2006,200,-67.5129,-70.5916,1/26/06,3:38:00,Night,120,0.85406916,0.29248944,1.27307208,0,0.506130412,0.0177084,0
LTER_140097,LTER,2006,200,-67.6491,-70.2771,1/26/06,6:45:00,Night,120.9,1.051449286,0.432102403,17.29850088,0,0.029157863,0.316875152,0
LTER_140099,LTER,2006,200,-67.7847,-69.9449,1/26/06,13:26:00,Day,122.1,2.058280237,0.39582317,4.310074078,0.0087912,0,0.299066368,0
LTER_140101,LTER,2006,200,-67.9059,-69.608,1/26/06,17:34:00,Day,120.9,3.927507468,0.068903691,0.856373872,0,0,0.32483146,0.019686752
LTER_140103,LTER,2006,200,-67.9771,-69.3813,1/27/06,0:52:00,Day,126.9,4.828671266,0.098544322,1.78474698,0,0.01095147,0.777405136,0.021898752
LTER_140105,LTER,2006,200,-67.7712,-69.2405,1/29/06,19:35:00,Day,102.2,0,0.057802685,0.028901342,0,0,0.086704027,0.043352014
LTER_140106,LTER,2006,200,-67.7695,-69.183,1/29/06,21:38:00,Day,120,1.95236652,0.04905444,0.81430368,0,0,0.02943264,0
LTER_140107,LTER,2006,400,-66.1268,-66.3084,1/31/06,23:37:00,Day,119.8,5.012870348,0.262406566,25.8787168,0.579104215,0,0,0.0090449
LTER_140109,LTER,2006,400,-66.4051,-66.9193,2/1/06,8:02:00,Day,122.8,3.212544275,8.340259299,3.356696985,0.041186506,0,0.020593192,0
LTER_140111,LTER,2006,400,-66.2798,-66.613,2/1/06,14:29:00,Day,120,4.1070114,0.51966264,6.53769156,0,0,0,0
LTER_150001,LTER,2007,500,-65.4785,-66.145,1/8/07,0:04:00,Day,131,1.272880626,1.609819569,169.7049283,0.524127332,0,0,0.018718852
LTER_150003,LTER,2007,600,-64.9506,-64.4155,1/8/07,12:04:00,Day,122.3,0.013953574,1.576750182,317.7639992,0,0,0.013953574,0.013953574
LTER_150005,LTER,2007,600,-64.837,-64.7452,1/8/07,17:17:00,Day,130,0,2.5957334,85.1519916,0.02983604,0,0,0.02983604
LTER_150008,LTER,2007,600,-64.7334,-65.0834,1/9/07,10:39:00,Day,119.2,9.76592941,8.888851161,88.38250487,4.756463109,0,0,0
LTER_150009,LTER,2007,600,-64.5767,-65.3433,1/9/07,22:32:00,Day,118.5,1.522433846,0.039036744,12.50477661,3.148965557,0,0,0
LTER_150011,LTER,2007,600,-64.4699,-65.7022,1/10/07,5:37:00,Night,121,12.46644378,0,77.9245232,2.580943852,0,0,0.014037815
LTER_150013,LTER,2007,600,-64.3436,-66.0032,1/10/07,12:13:00,Day,122,0.473812742,0.067687552,40.95095432,17.20955387,0,0,0
LTER_150015,LTER,2007,600,-64.2142,-66.3602,1/10/07,16:49:00,Day,119.7,0.300636725,1.202546778,5.306237559,3.772990444,0,0.721528019,0.030063732
LTER_150017,LTER,2007,600,-64.089,-66.5895,1/10/07,22:29:00,Day,120.5,0,0.093530534,21.57436519,1.153542644,0.966481698,14.71546289,0.171472585
LTER_150019,LTER,2007,600,-63.9643,-66.8531,1/12/07,1:11:00,Day,120.7,0,0.449732425,0.511059612,0.94034956,2.841491156,16.49700225,0.204423796
LTER_150021,LTER,2007,600,-63.8468,-67.1357,1/12/07,6:39:00,Night,120.3,0,0.704555957,28.24095264,2.828903081,20.81480964,38.77993603,0.322921531
LTER_150022,LTER,2007,600,-63.5731,-67.6693,1/12/07,16:09:00,Day,120.6,0,0.389660771,2.431483051,1.356019405,3.756329527,19.24924073,0.187037213
LTER_150023,LTER,2007,500,-64.4763,-68.5664,1/13/07,0:38:00,Day,122,0.01998055,0.31968819,40.58041751,1.818226512,3.316764834,49.99123801,0.369639504
LTER_150024,LTER,2007,500,-64.6082,-68.2369,1/13/07,5:40:00,Night,121.6,0.14972608,0.029945216,3.16534455,1.410825098,0.115246413,23.97686863,0.282301696
LTER_150026,LTER,2007,500,-64.7303,-67.9748,1/13/07,13:45:00,Day,120.6,0.014180269,0.510488222,9.982880271,1.985231815,0,14.16604745,0.170162741
LTER_150028,LTER,2007,500,-64.8454,-67.6323,1/13/07,18:51:00,Day,120.6,0.023906297,0.741094598,54.60193872,7.076258305,0,25.4721391,0.155390809
LTER_150030,LTER,2007,500,-64.9835,-67.3754,1/13/07,23:20:00,Day,120,0.04264548,0.1705818,81.93610296,2.77195356,0,48.53050932,0.11372112
LTER_150032,LTER,2007,500,-65.113,-67.0664,1/14/07,5:47:00,Night,127.2,2.765589778,0.37935085,4.945809989,1.247196733,0,7.816300589,0.079866463
LTER_150034,LTER,2007,500,-65.2211,-66.8102,1/14/07,11:29:00,Day,120.3,3.438418209,11.87159149,142.1212881,6.165023604,0,0,0.024129293
LTER_150037,LTER,2007,500,-65.367,-66.4655,1/15/07,23:43:00,Day,120.2,2.06890031,0.124445103,2.302234954,1.400007744,0,0,0
LTER_150041,LTER,2007,400,-65.2307,-69.809,1/18/07,1:07:00,Day,120.9,0.61087143,1.026263882,136.6152773,1.869266455,21.22167203,24.16607208,0.122174286
LTER_150043,LTER,2007,400,-65.3612,-69.5505,1/18/07,5:37:00,Night,120,0.09938364,1.00803348,31.88666544,0.345826855,0.739895117,15.78402972,0.17502828
LTER_150045,LTER,2007,400,-65.4985,-69.2258,1/18/07,13:16:00,Day,120.5,0.201229457,1.873949725,3.584400592,0.57853484,0,4.100051181,0.100614729
LTER_150049,LTER,2007,400,-65.7549,-68.6144,1/18/07,22:45:00,Day,119.9,85.38670898,31.28582354,103.2813423,5.968849091,0,0.202535799,0.01191806
LTER_150051,LTER,2007,400,-65.8679,-68.2543,1/19/07,5:41:00,Night,120,0.82089624,0.21967644,25.67947332,2.831077716,0,0.26250084,0.008388
LTER_150053,LTER,2007,400,-65.9956,-67.9433,1/19/07,12:20:00,Day,120.8,0.531158325,13.07977269,7.794747806,4.209429416,0,0,0.02655788
LTER_150055,LTER,2007,400,-66.1171,-67.6286,1/19/07,16:51:00,Day,122.6,0.118930459,7.243945929,26.07820517,1.870451681,0,0,0.032435546
LTER_150057,LTER,2007,400,-66.243,-67.3328,1/19/07,21:18:00,Day,120.4,3.48290122,18.1573629,14.2725884,2.009366075,0,0.024355957,0.024355957
LTER_150059,LTER,2007,300,-66.889,-68.9095,1/21/07,0:59:00,Day,127.3,1.246721716,1.87817809,31.52424866,2.007707622,0.01619116,2.914414347,0.080955926
LTER_150061,LTER,2007,300,-66.7558,-69.2267,1/21/07,5:41:00,Night,121.2,3.143563552,145.7069271,21.64964852,0.471351228,0.003698707,10.36482269,0.119980728
LTER_150063,LTER,2007,300,-66.6242,-69.5311,1/21/07,13:00:00,Day,150,1.1053038,0.07711425,0.1542285,1.25953215,0,17.27358405,0.25704735
LTER_150065,LTER,2007,300,-66.4976,-69.8397,1/21/07,17:44:00,Day,121.2,6.697395284,1.530265382,41.81400497,2.831984652,0,0.059620704,0.0099384
LTER_150067,LTER,2007,300,-66.3703,-70.1644,1/21/07,23:44:00,Day,120.4,0,0.166519942,153.0167224,5.616264727,0.045414519,2.285865156,0.060552772
LTER_150069,LTER,2007,300,-66.2448,-70.4591,1/22/07,5:46:00,Night,119.6,0.916885653,0.154798878,2.643245155,2.503553198,0.026355459,1.784305224,0.077715841
LTER_150071,LTER,2007,300,-66.1276,-70.7887,1/22/07,12:46:00,Day,120.1,0.771994033,0.415689039,59.32477099,1.840908773,0,0.682917784,0.029692083
LTER_150073,LTER,2007,300,-65.989,-71.0646,1/22/07,19:02:00,Day,128.6,0.41275276,4.391230641,143.0761563,3.989943343,0,6.34034098,0.160514919
LTER_150075,LTER,2007,300,-65.8534,-71.3605,1/23/07,1:51:00,Day,124.2,0.374684449,1.912862574,12.3054255,1.794541208,70.99283911,26.95755858,0.157761821
LTER_150077,LTER,2007,200,-66.028,-73.9195,1/23/07,13:25:00,Day,121,0.033246565,0.024934954,52.35500999,2.958943317,1.537653117,31.97487279,0.232725834
LTER_150078,LTER,2007,200,-66.1807,-73.591,1/23/07,17:04:00,Day,120.5,0.062196798,1.666873126,48.02833691,4.366212424,1.442964846,40.09203061,0.335862541
LTER_150079,LTER,2007,200,-66.3085,-73.27,1/23/07,20:58:00,Day,119.9,0.028222781,2.582379103,73.35085383,4.120517332,1.890922397,37.733779,0.239893162
LTER_150080,LTER,2007,200,-66.4345,-73.022,1/24/07,2:57:00,Day,120,0.01201008,0.4563834,9.52887492,3.92729892,5.15218416,34.78437012,0.252573
LTER_150082,LTER,2007,200,-66.5695,-72.7157,1/24/07,6:05:00,Night,120,0,0.11667096,3.70785672,5.750226699,0.551034758,19.61158224,0.25382064
LTER_150084,LTER,2007,200,-66.6954,-72.4487,1/24/07,19:52:00,Day,126.7,0,1.934337389,65.4239893,14.20924447,0,5.224518592,0.117506521
LTER_150086,LTER,2007,200,-66.8366,-72.1376,1/25/07,0:55:00,Day,120.3,0,0.127103206,136.106342,10.25299132,0,3.029292947,0.031775801
LTER_150088,LTER,2007,200,-66.964,-71.8374,1/25/07,6:05:00,Night,121.2,0,0.128875111,55.42319664,9.507548186,0,1.055122235,0.00849612
LTER_150090,LTER,2007,200,-67.1013,-71.5435,1/25/07,13:01:00,Day,120,0.06677328,0.5341866,0.21701328,2.65423944,0,0.60095988,0.01669332
LTER_150092,LTER,2007,200,-67.2503,-71.2003,1/25/07,17:51:00,Day,120.1,1.624767926,0.367648198,43.99919022,2.715853006,0,0,0.01185387
LTER_150094,LTER,2007,200,-67.3704,-70.9398,1/26/07,11:30:00,Day,120,10.85785332,0.33153756,11.36700024,2.24971884,0,0.08288436,0
LTER_150096,LTER,2007,200,-67.5041,-70.6195,1/26/07,17:12:00,Day,119.8,7.24035847,0.01117734,21.43056736,2.446972983,0,0,0
LTER_150098,LTER,2007,200,-67.6387,-70.2869,1/26/07,21:54:00,Day,121,0.534067138,0.0109021,64.54583126,0.599463161,0,0.185288631,0.032697951
LTER_150100,LTER,2007,200,-67.9007,-69.6609,1/28/07,16:10:00,Day,119.5,1.721886853,6.19034151,4.405072335,0.443676374,0,0.97186255,0.021127481
LTER_150102,LTER,2007,200,-67.7952,-69.9309,1/28/07,20:53:00,Day,119.4,0.159012741,0.053004287,0.318025482,3.39227137,0,0.14576161,0.026502143
LTER_150104,LTER,2007,100,-68.3875,-71.7067,1/29/07,6:32:00,Night,99.7,36.90035882,8.077556713,10.09528113,0.109186106,0,0.169619112,0.00650044
LTER_150106,LTER,2007,100,-68.254,-71.8765,1/29/07,14:39:00,Day,123.6,26.24369321,7.223511664,29.73852165,0.246846628,0.012991967,0,0.012991967
LTER_150108,LTER,2007,100,-68.1081,-72.0406,1/29/07,19:38:00,Day,121.2,2.372596898,110.453365,16.03157099,32.42233987,0,0.122883468,0
LTER_150110,LTER,2007,100,-67.985,-72.6812,1/30/07,0:50:00,Day,120.3,0.030637643,0.888489845,12.80650955,3.508003218,0,0.030637643,0
LTER_150112,LTER,2007,200,-68.1658,-68.931,1/30/07,12:52:00,Day,121.1,5.331226837,2.907941845,6.672486841,0.371946056,0,0.642452333,0.02254216
LTER_150114,LTER,2007,200,-68.0452,-69.2484,1/30/07,18:32:00,Day,122.6,0.39162731,118.9785358,3.666066239,0.913796893,0,0.783254497,0
LTER_150116,LTER,2007,200,-67.7307,-69.212,1/30/07,23:07:00,Day,120.4,1.548427437,9.576196526,5.517212128,0.270599,0,0.962129644,0.030066529
LTER_150118,LTER,2007,200,-67.7811,-69.2657,2/1/07,17:26:00,Day,112.2,1.816882538,2.333610662,4.317179651,0.050005969,0,1.450172321,0
LTER_150119,LTER,2007,200,-67.7935,-69.2336,2/1/07,17:56:00,Day,50,0.1199616,0.1949376,1.1396353,0.0449856,0,0.38987525,0
LTER_150120,LTER,2007,200,-67.7819,-69.2656,2/1/07,21:13:00,Day,104.9,0.492925415,1.570058651,1.84390608,0.018256481,0,0.967594243,0.036512963
LTER_150121,LTER,2007,200,-67.7927,-69.2393,2/1/07,21:40:00,Day,51.2,0.456667187,1.522223872,2.816114176,0.09513897,0,1.408057088,0
LTER_150122,LTER,2007,200,-67.7803,-69.2627,2/2/07,0:26:00,Day,111,3.359961342,7.952571135,3.002095566,0.159051456,0,1.530869931,0.039762864
LTER_150125,LTER,2007,400,-66.5656,-67.1587,2/2/07,17:59:00,Day,120.6,4.469601463,0.086668225,23.05373391,0.111430541,0,0.284766871,0
LTER_150127,LTER,2007,400,-66.416,-66.9243,2/2/07,22:16:00,Day,120.9,12.95704668,3.823950573,2.748464433,0.017071201,0,0.204854532,0.017071201
LTER_150129,LTER,2007,400,-66.2861,-66.6409,2/3/07,5:39:00,Night,120.2,15.23833673,0.835286628,7.481793948,0.079589337,0,0.017084988,0.00818562
LTER_150131,LTER,2007,400,-66.1522,-66.3329,2/3/07,13:48:00,Day,120.8,0.080808073,0.048484892,1.858585916,1.179798032,0,0.032323181,0.01616159
LTER_150134,LTER,2007,600,-65.5032,-64.4759,2/4/07,8:19:00,Day,121.4,3.591378021,0.063451895,11.53555717,0.025380734,0,0.038071161,0.012690428
LTER_150136,LTER,2007,600,-65.2769,-64.2642,2/4/07,14:00:00,Day,120.6,128.7944434,3.286640164,8.124279179,0,0,0,0.036928564
LTER_150138,LTER,2007,600,-65.2135,-64.1298,2/4/07,21:25:00,Day,121.1,13.60394288,0.555654029,16.40137335,0,0,0,0.038321005
LTER_160001,LTER,2008,600,-64.932,-64.396,1/5/08,22:16:00,Day,121,0,1.130226999,16.90083629,0,0.144563903,0.105137384,0.013142173
LTER_160003,LTER,2008,600,-65.216,-64.135,1/6/08,6:15:00,Day,122.9,3.718901522,14.2587265,15.59823609,0,0,0,0
LTER_160005,LTER,2008,500,-65.832,-65.165,1/6/08,16:24:00,Day,121.3,35.76016079,37.42268051,51.42621239,0,0,0,0.015985763
LTER_160007,LTER,2008,500,-65.481,-66.126,1/7/08,9:47:00,Day,121,0,37.61809946,55.49020227,0,1.720922863,0.471660299,0
LTER_160009,LTER,2008,500,-65.365,-66.479,1/7/08,14:25:00,Day,124.2,0,40.05808727,59.30988451,0,0,5.101925605,0.039858761
LTER_160011,LTER,2008,500,-65.236,-66.789,1/7/08,18:35:00,Day,120,0,4.78195488,37.51879704,0,0,10.39097748,0.45112788
LTER_160013,LTER,2008,500,-65.113,-67.103,1/7/08,23:31:00,Day,120.7,0,1.617246506,40.99497238,0.044511384,0,23.51684087,0.311579567
LTER_160015,LTER,2008,500,-64.99,-67.414,1/8/08,5:46:00,Night,121.4,0,0.030334825,1.754160316,0,0.006100957,19.18083592,0.417963083
LTER_160017,LTER,2008,500,-64.859,-67.717,1/8/08,12:15:00,Day,121.3,0,2.964523723,89.12453296,0,0,23.22524902,1.038527417
LTER_160019,LTER,2008,500,-64.737,-68.01,1/8/08,16:45:00,Day,120.2,0,0.267148226,7.730601458,0,0,21.75588279,0.250451485
LTER_160022,LTER,2008,500,-64.612,-68.302,1/9/08,5:16:00,Night,121.6,0,0,0.588465325,0,0.499229115,22.88080758,1.446810662
LTER_160024,LTER,2008,500,-64.482,-68.605,1/9/08,16:02:00,Day,119.8,0,3.341360609,3.341360609,0,0,10.55380951,1.059455733
LTER_160028,LTER,2008,600,-64.208,-66.243,1/10/08,18:13:00,Day,119.7,0,1.759895953,75.3235467,0.040613013,0,7.635240938,0.148914221
LTER_160030,LTER,2008,600,-64.08,-66.558,1/10/08,23:33:00,Day,120.1,0,0.181894573,0.140554832,2.852436972,0.62836296,15.22126527,0.272841859
LTER_160032,LTER,2008,600,-63.722,-67.435,1/11/08,6:09:00,Night,120.2,0,0.027174095,47.40061926,5.434603931,4.246270708,15.54733908,0.269314711
LTER_160033,LTER,2008,600,-63.844,-67.13,1/11/08,11:12:00,Day,121.5,0,0.012498705,1.074889481,11.06136207,1.262370177,9.836488004,0.237475517
LTER_160034,LTER,2008,600,-63.962,-66.842,1/11/08,22:07:00,Day,120.7,0,1.113667518,60.51884639,3.685880112,0.273028228,25.69338655,1.753128152
LTER_160037,LTER,2008,600,-64.33,-65.941,1/12/08,16:35:00,Day,121.8,0,2.017579486,17.0312789,0,0.036352793,12.85070887,1.181465481
LTER_160039,LTER,2008,600,-64.575,-65.325,1/12/08,22:47:00,Day,119.2,0,0.044707033,46.42820439,0.01118096,0,8.550210994,0.234711714
LTER_160041,LTER,2008,600,-64.458,-65.632,1/13/08,3:36:00,Night,122.2,0,6.071951197,63.52282091,0,0.267955433,3.34744293,0.14945671
LTER_160045,LTER,2008,600,-64.822,-64.723,1/13/08,12:56:00,Day,120,6.4872294,1.6630398,57.87653196,0,0.05497656,0.49478868,0.05497656
LTER_160047,LTER,2008,600,-64.941,-64.397,1/13/08,17:32:00,Day,120.3,0,6.657086814,55.11781503,0,0,0.157479437,0.071581628
LTER_160052,LTER,2008,400,-66.242,-67.356,1/16/08,9:06:00,Day,120.4,22.54436904,0.867091182,1.130988477,0,0,0.138231962,0
LTER_160054,LTER,2008,400,-66.122,-67.67,1/16/08,13:11:00,Day,122,0.042976696,31.74900928,0.064465044,0.0107482,0.214883358,9.54081907,0.150418314
LTER_160056,LTER,2008,400,-65.998,-67.982,1/16/08,17:04:00,Day,123.8,0,57.98265701,13.93497591,0.00747752,0,6.578744009,0.171944458
LTER_160058,LTER,2008,400,-65.884,-68.269,1/16/08,21:03:00,Day,122.2,0,66.0371987,83.22211517,0,0.017323561,36.81244682,0.571675673
LTER_160060,LTER,2008,400,-65.754,-68.585,1/17/08,5:42:00,Night,121.4,0,41.82095307,3.377487853,0,0.053314931,8.333045686,0.213498775
LTER_160062,LTER,2008,400,-65.629,-68.88,1/17/08,10:57:00,Day,120.1,0,16.96047684,0.418505264,0,0,24.93410368,0.132159601
LTER_160064,LTER,2008,400,-65.505,-69.198,1/17/08,15:04:00,Day,120,0,0.08769792,0.1900122,0,0,40.41412908,1.34470164
LTER_160066,LTER,2008,400,-65.376,-69.48,1/17/08,21:40:00,Day,121.5,0,1.22609939,23.20554489,0,0.632409201,12.85468457,1.961759048
LTER_160069,LTER,2008,400,-65.246,-69.796,1/18/08,4:40:00,Night,120.4,0,0.030198126,1.427047983,0.009678549,0.372192945,5.004997178,2.167994399
LTER_160071,LTER,2008,300,-65.855,-71.403,1/18/08,21:41:00,Day,120.2,0,0.127091186,1.143820435,0.11296997,0.028242432,14.84142383,2.386489625
LTER_160074,LTER,2008,300,-65.987,-71.076,1/19/08,5:25:00,Night,120.1,0,0,59.91514115,0.286924983,0.938770813,16.7294257,1.273442759
LTER_160076,LTER,2008,300,-66.121,-70.77,1/19/08,14:35:00,Day,122.1,0,1.152517163,50.64393983,0,0,59.89748296,2.956456873
LTER_160080,LTER,2008,300,-66.64,-69.556,1/20/08,4:57:00,Night,121.1,0,24.61293378,3.138869978,0,0.19216692,19.00903685,0.811303637
LTER_160082,LTER,2008,300,-66.504,-69.849,1/20/08,10:19:00,Day,121.2,0,6.327306721,0.226424507,0.025158332,0.012579106,25.5608096,0.452849014
LTER_160084,LTER,2008,300,-66.769,-69.234,1/20/08,17:58:00,Day,122,2.362440574,129.7559371,0.832054518,0.014858136,0,40.93411283,1.233223702
LTER_160086,LTER,2008,300,-66.899,-68.913,1/20/08,23:42:00,Day,121.1,0.116854355,40.19787708,0.486892844,0,0,10.71164365,0.116854355
LTER_160090,LTER,2008,200,-66.038,-73.904,1/22/08,1:38:00,Day,123.7,0,17.24221841,172.6326887,13.64450807,4.994693658,0,1.033384852
LTER_160091,LTER,2008,200,-66.166,-73.623,1/22/08,5:44:00,Night,122,0,0,1.36767063,4.168995284,0.805035441,8.165269314,0.110004716
LTER_160092,LTER,2008,200,-66.317,-73.321,1/23/08,3:34:00,Night,119.7,0,0,72.96386529,4.638592943,0.124216564,3.801371553,0.092606743
LTER_160093,LTER,2008,200,-66.452,-73.029,1/23/08,5:45:00,Night,120.5,0,4.52000561,65.10646535,0.486464758,0.092676477,5.726550782,0.113306512
LTER_160095,LTER,2008,200,-66.585,-72.723,1/23/08,13:14:00,Day,121,0,0.124838846,0.171653383,0.078024309,0,9.768635525,0.062419423
LTER_160097,LTER,2008,200,-66.715,-72.43,1/23/08,19:40:00,Day,120.1,0,2.161263633,0.134092971,1.514462081,0,12.88870348,0.078878197
LTER_160099,LTER,2008,200,-66.854,-72.124,1/24/08,0:52:00,Day,122.5,0,3.17323265,37.28548303,3.437668623,0,39.57726215,0.330545058
LTER_160101,LTER,2008,200,-66.987,-71.826,1/24/08,4:08:00,Night,122.3,0,0.040554925,1.311267212,2.070991305,1.104337092,60.87210309,0.254881272
LTER_160103,LTER,2008,200,-67.123,-71.534,1/24/08,13:37:00,Day,122,0,0,98.02910853,1.139357146,0.073984216,39.46318982,0.266343202
LTER_160105,LTER,2008,200,-67.647,-70.266,1/26/08,0:09:00,Day,119.4,0.04772824,0.747741545,1.49548297,0.015909453,0,12.32978011,0.143184599
LTER_160107,LTER,2008,200,-67.777,-69.928,1/26/08,3:05:00,Night,119.5,0.297199368,0.051686857,18.83312699,0,0.039000072,2.454557844,0.140557573
LTER_160109,LTER,2008,200,-68.033,-69.298,1/27/08,17:03:00,Day,121.4,0.01194576,19.30114199,0.286828138,0,0,6.369974423,0.107560521
LTER_160111,LTER,2008,200,-67.913,-69.623,1/27/08,21:55:00,Day,122.1,0.074168546,0.213234585,2.475375913,0,0,4.116355346,0.064897493
LTER_160114,LTER,2008,200,-67.518,-70.598,1/28/08,6:17:00,Night,120.3,0.776949249,0.056505391,4.690465842,0,0.233075993,28.03122871,0.276590031
LTER_160116,LTER,2008,200,-67.385,-70.907,1/28/08,13:50:00,Day,120,0.03143004,41.4248298,1.41435312,0.12572028,0.33001572,10.74908328,0.18858036
LTER_160118,LTER,2008,200,-67.25,-71.21,1/28/08,18:13:00,Day,125.4,0,0.875419532,27.33766072,0.982927084,0.01535824,47.73339864,0.967568844
LTER_160120,LTER,2008,100,-68.752,-70.755,1/29/08,7:02:00,Day,119,1.9446742,0.585745251,2.038393364,0,0,5.482575259,0.117149074
LTER_160122,LTER,2008,100,-68.601,-70.637,1/29/08,12:52:00,Day,119.7,0.727442755,0.042790715,0,0,0.356589652,2.025428977,0.271008102
LTER_160124,LTER,2008,300,-67.529,-67.877,1/30/08,14:24:00,Day,119.2,0.026574567,25.87029319,0.093010806,0,0,0.119585374,0.026574567
LTER_160128,LTER,2008,400,-66.367,-66.38,1/31/08,17:37:00,Day,120.6,10.22703811,426.0401271,3.186685798,0,0,0.938713617,0.123514902
LTER_160130,LTER,2008,400,-66.151,-66.332,1/31/08,22:54:00,Day,119.9,13.51380922,14.99918569,24.47235556,0.01038334,0,0.758269062,0.041548947
LTER_160132,LTER,2008,500,-66.034,-65.633,2/1/08,8:08:00,Day,120.8,6.909748645,0.042565209,3.192388969,0.014188443,0,0.113507183,0
LTER_160134,LTER,2008,600,-65.445,-64.609,2/2/08,8:32:00,Day,120.8,1.191759406,85.16405847,21.45166847,0,0,0.11683921,0
LTER_160254,LTER,2008,300,-66.383,-70.172,1/19/08,23:41:00,Day,124,0,65.27501137,6.306039096,0,0,28.43347962,0.281519556
LTER_160255,LTER,2008,300,-66.252,-70.477,1/19/08,19:08:00,Day,120.1,0,1.249357544,148.6588423,0,0,35.26127773,0.308664807
LTER_170008,LTER,2009,600,-64.4647,-65.95343333,1/8/09,15:55:00,Day,120,0,0.05851608,46.46176488,0.33159108,2.32113768,27.6390936,1.18982688
LTER_170017,LTER,2009,500,-64.60966667,-68.29096667,1/11/09,23:42:00,Day,120.4,0,0.019609909,112.0120395,0.29414924,18.53140356,59.40834628,2.637538386
LTER_170020,LTER,2009,500,-64.8586,-67.69243333,1/12/09,6:41:00,Day,120.3,0,0.092496384,32.14764762,0.369985778,0.154160721,12.17869645,0.17471554
LTER_170022,LTER,2009,500,-65.83686667,-66.52628333,1/12/09,18:09:00,Day,120,0.89044896,0.71470236,69.85337364,0,0,4.65142392,0.11716428
LTER_170025,LTER,2009,400,-65.49751667,-69.2073,1/13/09,6:23:00,Day,123.8,0,0.174351749,51.71708912,0.686509997,1.710826616,15.23398455,0.697406997
LTER_170027,LTER,2009,400,-65.88383333,-68.27646667,1/13/09,12:58:00,Day,124,0.04172786,1.11274438,14.09012521,0.055637188,0.055637188,13.56157161,0.542462924
LTER_170032,LTER,2009,400,-66.25111667,-67.34991667,1/14/09,13:05:00,Day,120,3.2865294,42.95390832,18.09308856,0,0.011448,0.06870792,0.10306188
LTER_170033,LTER,2009,300,-66.89891667,-68.92448333,1/14/09,22:05:00,Day,120.5,1.979449162,44.91722597,23.71271601,0.013557937,0,12.77151436,0.854145814
LTER_170035,LTER,2009,300,-66.50573333,-69.8597,1/15/09,6:32:00,Day,121.6,0.784092365,0.554601914,11.99087532,0.019124154,1.376942586,44.4255236,0.516353485
LTER_170037,LTER,2009,300,-66.1145,-70.85615,1/16/09,0:41:00,Day,120.5,0.034743765,1.158125018,20.17453826,11.30330042,5.894856506,27.60970095,0.660131294
LTER_170040,LTER,2009,200,-66.72576667,-72.4185,1/16/09,15:20:00,Day,119.5,0,2.260354809,11.79151743,6.507938213,1257.294096,23.17805473,0.404980242
LTER_170041,LTER,2009,200,-66.70705,-72.45426667,1/16/09,17:11:00,Day,120,0,0.97884864,4.82432532,6.60023628,524.1874133,29.966751,3.04841424
LTER_170045,LTER,2009,200,-67.38536667,-70.9067,1/17/09,3:43:00,Day,120.4,1.770885942,0.475515706,27.4056959,0,0.013038236,7.017443205,0.231869812
LTER_170050,LTER,2009,100,-68.38223333,-71.71411667,1/17/09,17:54:00,Day,53.9,0,8.758132576,0,0,0,0.897385035,0.025886122
LTER_170051,LTER,2009,200,-67.77495,-69.94278333,1/18/09,3:33:00,Day,126.1,3.207410245,0.727453877,37.92679928,0,0.016533097,87.12913358,1.107713849
